StimNum	 Colley_original	 Colley_TiesRemoved	 Colley_TiesDuplicated	 Ranks_original	 Ranks_TiesRemoved	 Ranks_TiesDuplicated	 Wins	 Loses	 Total	 NoChoices
46	 7.443493e-01	 7.470183e-01	 7.036223e-01	 10	 11	 10	 8	 2	 10	 0
47	 2.778328e-01	 2.787682e-01	 2.401533e-01	 47	 47	 46	 2	 8	 10	 0
48	 8.057035e-01	 7.988245e-01	 7.631559e-01	 6	 7	 7	 9	 1	 10	 0
49	 2.606232e-01	 2.639031e-01	 2.242482e-01	 50	 50	 49	 1	 9	 10	 0
50	 6.264480e-01	 6.259738e-01	 5.981743e-01	 24	 24	 22	 6	 4	 10	 0
51	 7.408917e-01	 7.438105e-01	 7.002788e-01	 11	 12	 12	 8	 2	 10	 0
52	 7.142384e-01	 7.115084e-01	 6.802115e-01	 16	 17	 16	 7	 3	 10	 0
53	 7.820842e-01	 7.815131e-01	 7.426237e-01	 9	 9	 9	 9	 1	 10	 0
54	 4.281271e-01	 4.308534e-01	 3.948185e-01	 37	 37	 36	 3	 7	 10	 0
55	 6.338197e-01	 6.330368e-01	 6.028816e-01	 22	 21	 20	 7	 3	 10	 0
56	 6.351756e-01	 6.294777e-01	 6.035196e-01	 21	 22	 19	 6	 4	 10	 0
57	 7.396277e-01	 7.427795e-01	 7.032098e-01	 12	 13	 11	 8	 2	 10	 0
58	 5.585070e-01	 5.587151e-01	 5.210051e-01	 28	 29	 28	 6	 4	 10	 0
59	 5.882096e-01	 5.867793e-01	 5.544519e-01	 25	 25	 24	 7	 3	 10	 0
60	 8.259557e-01	 8.228312e-01	 7.931339e-01	 4	 4	 3	 10	 0	 10	 0
