subjid	scanner	order	block	runtrial	onsettime	ImageLeft	ImageRight	TypeLeft	TypeRight	IsLefthigh	Response	PairType	Outcome	RT	bidIndexLeft	bidIndexRight
BM2_151	0	2	1	42	204	3Musketeers.bmp	CheesyDoritos.bmp	39	18	0	i	3	0	812.06	39.00	18.00	
BM2_151	0	2	1	43	208	3Musketeers.bmp	Hersheymilk_several.bmp	39	21	0	i	3	0	636.47	39.00	21.00	
BM2_151	0	2	1	44	212	Jollyrancherred.bmp	PopTartsStrawberry.bmp	48	50	1	u	2	0	664.38	48.00	50.00	
BM2_151	0	2	1	45	218	Chocolate_mm.bmp	Ghiradelli_milk.bmp	15	9	0	i	1	0	810.59	15.00	9.00	
BM2_151	0	2	1	46	224	Reeses.bmp	Whatchamacallit.bmp	49	47	0	u	2	1	668.03	49.00	47.00	
BM2_151	0	2	1	47	229	Hersheykisses.bmp	Streusel.bmp	19	38	1	u	4	0	575.34	19.00	38.00	
BM2_151	0	2	1	48	236	PringlesRed.bmp	Milkduds.bmp	20	41	1	u	4	0	596.76	20.00	41.00	
BM2_151	0	2	1	49	240	100grand_small.bmp	Laysclassic.bmp	44	22	0	i	3	0	787.46	44.00	22.00	
BM2_151	0	2	1	50	250	3Musketeers.bmp	Laysclassic.bmp	39	22	0	i	3	0	492.57	39.00	22.00	
BM2_151	0	2	1	51	260	Goldfish.bmp	RitzBitz2.bmp	13	11	1	u	1	0	711.30	13.00	11.00	
BM2_151	0	2	1	52	264	Doritosranch.bmp	Hersheykisses.bmp	42	19	0	i	4	0	554.98	42.00	19.00	
BM2_151	0	2	1	53	271	FrootLoops.bmp	Jollyrancherred.bmp	46	48	0	i	2	0	499.35	46.00	48.00	
BM2_151	0	2	1	54	275	100grand_small.bmp	Hersheymilk_several.bmp	44	21	0	i	3	0	711.11	44.00	21.00	
BM2_151	0	2	1	55	279	Keeblerfudgestripes.bmp	Toberlorone.bmp	10	8	1	u	1	0	611.46	10.00	8.00	
BM2_151	0	2	1	56	283	CheesyDoritos.bmp	100grand_small.bmp	18	44	1	u	3	0	756.50	18.00	44.00	
BM2_151	0	2	1	57	286	MilkyWay.bmp	CheesyDoritos.bmp	43	18	0	i	3	0	651.91	43.00	18.00	
BM2_151	0	2	1	58	289	PopTartsStrawberry.bmp	Jollyranchergreen.bmp	50	52	0	i	2	0	632.61	50.00	52.00	
BM2_151	0	2	1	59	293	Doritosranch.bmp	MrGoodbar.bmp	42	23	0	i	4	0	1117.03	42.00	23.00	
BM2_151	0	2	1	60	296	Almondjoy.bmp	Reeses.bmp	51	49	1	i	2	1	980.81	51.00	49.00	
BM2_151	0	2	1	61	299	Butterfinger.bmp	Laysclassic.bmp	40	22	0	i	3	0	780.73	40.00	22.00	
BM2_151	0	2	1	62	306	RitzBitz2.bmp	Keeblerfudgestripes.bmp	11	10	0	i	1	0	847.00	11.00	10.00	
BM2_151	0	2	1	63	311	Hersheykisses.bmp	BabyRuth.bmp	19	45	1	u	4	0	666.22	19.00	45.00	
BM2_151	0	2	1	64	317	PopTartsStrawberry.bmp	Almondjoy.bmp	50	51	0	u	2	1	931.81	50.00	51.00	
BM2_151	0	2	2	65	331	Ghiradelli_milk.bmp	RitzBitz2.bmp	9	11	1	u	1	0	886.88	9.00	11.00	
BM2_151	0	2	2	66	335	Jollyranchergreen.bmp	FrootLoops.bmp	52	46	1	u	2	0	906.68	52.00	46.00	
BM2_151	0	2	2	67	338	Cheezits.bmp	BabyRuth.bmp	16	45	1	u	4	0	892.03	16.00	45.00	
BM2_151	0	2	2	68	341	Goldfish.bmp	Toberlorone.bmp	13	8	1	u	1	0	940.20	13.00	8.00	
BM2_151	0	2	2	69	344	KitKat_small.bmp	FlamingCheetos.bmp	12	14	0	u	1	1	1040.97	12.00	14.00	
BM2_151	0	2	2	70	352	BabyRuth.bmp	PringlesRed.bmp	45	20	0	i	4	0	676.78	45.00	20.00	
BM2_151	0	2	2	71	355	MilkyWay.bmp	ChipsAhoy_small.bmp	43	17	0	i	3	0	540.01	43.00	17.00	
BM2_151	0	2	2	72	363	Butterfinger.bmp	CheesyDoritos.bmp	40	18	0	i	3	0	789.75	40.00	18.00	
BM2_151	0	2	2	73	366	Goldfish.bmp	Chocolate_mm.bmp	13	15	1	u	1	0	866.51	13.00	15.00	
BM2_151	0	2	2	74	375	Toberlorone.bmp	FlamingCheetos.bmp	8	14	0	u	1	1	1368.86	8.00	14.00	
BM2_151	0	2	2	75	378	3Musketeers.bmp	ChipsAhoy_small.bmp	39	17	0	i	3	0	838.31	39.00	17.00	
BM2_151	0	2	2	76	386	Hersheymilk_several.bmp	MilkyWay.bmp	21	43	1	u	3	0	676.39	21.00	43.00	
BM2_151	0	2	2	77	391	Jollyranchergreen.bmp	Laffytaffyred_one.bmp	52	53	1	u	2	0	680.27	52.00	53.00	
BM2_151	0	2	2	78	405	Butterfinger.bmp	Hersheymilk_several.bmp	40	21	0	i	3	0	721.78	40.00	21.00	
BM2_151	0	2	2	79	408	Whatchamacallit.bmp	FrootLoops.bmp	47	46	1	i	2	1	1199.21	47.00	46.00	
BM2_151	0	2	2	80	412	MrGoodbar.bmp	Streusel.bmp	23	38	1	u	4	0	706.96	23.00	38.00	
BM2_151	0	2	2	81	416	MrGoodbar.bmp	Milkduds.bmp	23	41	1	u	4	0	660.58	23.00	41.00	
BM2_151	0	2	2	82	420	KitKat_small.bmp	Ghiradelli_milk.bmp	12	9	0	u	1	1	626.32	12.00	9.00	
BM2_151	0	2	2	83	424	Laysclassic.bmp	MilkyWay.bmp	22	43	1	u	3	0	822.63	22.00	43.00	
BM2_151	0	2	2	84	430	Butterfinger.bmp	ChipsAhoy_small.bmp	40	17	0	i	3	0	516.49	40.00	17.00	
BM2_151	0	2	2	85	434	Toberlorone.bmp	Ghiradelli_milk.bmp	8	9	0	i	1	0	1075.89	8.00	9.00	
BM2_151	0	2	2	86	443	Keeblerfudgestripes.bmp	Chocolate_mm.bmp	10	15	1	u	1	0	666.86	10.00	15.00	
BM2_151	0	2	2	87	451	Almondjoy.bmp	Laffytaffyred_one.bmp	51	53	1	u	2	0	1058.23	51.00	53.00	
BM2_151	0	2	2	88	455	ChipsAhoy_small.bmp	100grand_small.bmp	17	44	1	u	3	0	646.59	17.00	44.00	
BM2_151	0	2	2	89	458	CheesyDoritos.bmp	3Musketeers.bmp	18	39	1	u	3	0	891.27	18.00	39.00	
BM2_151	0	2	2	90	462	Milkduds.bmp	Cheezits.bmp	41	16	0	i	4	0	876.43	41.00	16.00	
BM2_151	0	2	2	91	465	Cheezits.bmp	Doritosranch.bmp	16	42	1	u	4	0	803.80	16.00	42.00	
BM2_151	0	2	2	92	469	RitzBitz2.bmp	FlamingCheetos.bmp	11	14	0	i	1	0	1407.47	11.00	14.00	
BM2_151	0	2	2	93	472	Chocolate_mm.bmp	FlamingCheetos.bmp	15	14	0	i	1	0	1172.91	15.00	14.00	
BM2_151	0	2	2	94	478	Streusel.bmp	PringlesRed.bmp	38	20	0	i	4	0	932.35	38.00	20.00	
BM2_151	0	2	2	95	481	3Musketeers.bmp	Hersheymilk_several.bmp	39	21	0	i	3	0	763.20	39.00	21.00	
BM2_151	0	2	2	96	485	KitKat_small.bmp	Goldfish.bmp	12	13	0	u	1	1	1399.54	12.00	13.00	
BM2_151	0	2	2	97	490	PringlesRed.bmp	Doritosranch.bmp	20	42	1	u	4	0	1074.11	20.00	42.00	
BM2_151	0	2	2	98	493	Keeblerfudgestripes.bmp	KitKat_small.bmp	10	12	1	i	1	1	1468.74	10.00	12.00	
BM2_151	0	2	2	99	496	Hersheykisses.bmp	Milkduds.bmp	19	41	1	u	4	0	755.63	19.00	41.00	
BM2_151	0	2	2	100	499	Cheezits.bmp	Streusel.bmp	16	38	1	u	4	0	704.45	16.00	38.00	
BM2_151	0	2	2	101	502	Laffytaffyred_one.bmp	Jollyrancherred.bmp	53	48	0	i	2	0	813.84	53.00	48.00	
BM2_151	0	2	2	102	506	Chocolate_mm.bmp	Ghiradelli_milk.bmp	15	9	0	i	1	0	961.58	15.00	9.00	
BM2_151	0	2	2	103	511	Reeses.bmp	Jollyranchergreen.bmp	49	52	0	i	2	0	1139.86	49.00	52.00	
BM2_151	0	2	2	104	515	FrootLoops.bmp	Almondjoy.bmp	46	51	0	u	2	1	1023.80	46.00	51.00	
BM2_151	0	2	2	105	519	BabyRuth.bmp	MrGoodbar.bmp	45	23	0	i	4	0	812.23	45.00	23.00	
BM2_151	0	2	2	106	523	Whatchamacallit.bmp	Laffytaffyred_one.bmp	47	53	1	x	2	999	999000.00	47.00	53.00	
BM2_151	0	2	2	107	529	Goldfish.bmp	RitzBitz2.bmp	13	11	1	u	1	0	801.43	13.00	11.00	
BM2_151	0	2	2	108	535	Hersheykisses.bmp	Streusel.bmp	19	38	1	u	4	0	683.64	19.00	38.00	
BM2_151	0	2	2	109	540	Milkduds.bmp	PringlesRed.bmp	41	20	0	i	4	0	707.85	41.00	20.00	
BM2_151	0	2	2	110	547	Doritosranch.bmp	Hersheykisses.bmp	42	19	0	i	4	0	558.68	42.00	19.00	
BM2_151	0	2	2	111	551	100grand_small.bmp	Laysclassic.bmp	44	22	0	i	3	0	490.98	44.00	22.00	
BM2_151	0	2	2	112	561	Toberlorone.bmp	Keeblerfudgestripes.bmp	8	10	0	i	1	0	608.18	8.00	10.00	
BM2_151	0	2	2	113	571	Jollyrancherred.bmp	Reeses.bmp	48	49	1	i	2	1	611.90	48.00	49.00	
BM2_151	0	2	2	114	575	MrGoodbar.bmp	Doritosranch.bmp	23	42	1	u	4	0	833.83	23.00	42.00	
BM2_151	0	2	2	115	582	PopTartsStrawberry.bmp	Whatchamacallit.bmp	50	47	0	u	2	1	1042.94	50.00	47.00	
BM2_151	0	2	2	116	586	Keeblerfudgestripes.bmp	RitzBitz2.bmp	10	11	1	u	1	0	891.83	10.00	11.00	
BM2_151	0	2	2	117	590	Laysclassic.bmp	3Musketeers.bmp	22	39	1	u	3	0	554.31	22.00	39.00	
BM2_151	0	2	2	118	594	100grand_small.bmp	Hersheymilk_several.bmp	44	21	0	i	3	0	774.68	44.00	21.00	
BM2_151	0	2	2	119	597	Jollyrancherred.bmp	PopTartsStrawberry.bmp	48	50	1	u	2	0	755.43	48.00	50.00	
BM2_151	0	2	2	120	600	Whatchamacallit.bmp	Reeses.bmp	47	49	1	i	2	1	781.01	47.00	49.00	
BM2_151	0	2	2	121	604	100grand_small.bmp	CheesyDoritos.bmp	44	18	0	i	3	0	843.88	44.00	18.00	
BM2_151	0	2	2	122	607	MilkyWay.bmp	CheesyDoritos.bmp	43	18	0	i	3	0	600.58	43.00	18.00	
BM2_151	0	2	2	123	610	FrootLoops.bmp	Jollyrancherred.bmp	46	48	0	i	2	0	1046.09	46.00	48.00	
BM2_151	0	2	2	124	617	BabyRuth.bmp	Hersheykisses.bmp	45	19	0	i	4	0	668.61	45.00	19.00	
BM2_151	0	2	2	125	622	Laysclassic.bmp	Butterfinger.bmp	22	40	1	u	3	0	897.13	22.00	40.00	
BM2_151	0	2	2	126	628	Jollyranchergreen.bmp	PopTartsStrawberry.bmp	52	50	1	u	2	0	603.34	52.00	50.00	
BM2_151	0	2	2	127	631	Reeses.bmp	Almondjoy.bmp	49	51	0	u	2	1	988.39	49.00	51.00	
BM2_151	0	2	2	128	635	Almondjoy.bmp	PopTartsStrawberry.bmp	51	50	1	i	2	1	859.78	51.00	50.00	
BM2_152	0	2	1	1	0	SourSkittles.bmp	PayDay.bmp	17	44	1	u	3	0	933.35	17.00	44.00	
BM2_152	0	2	1	2	9	Cheezits.bmp	Slimjim.bmp	45	19	0	i	4	0	1061.12	45.00	19.00	
BM2_152	0	2	1	3	12	RitzBitz2.bmp	SnoBall.bmp	47	49	1	u	2	0	860.70	47.00	49.00	
BM2_152	0	2	1	4	17	SnoBall.bmp	Butterfinger.bmp	49	51	0	u	2	1	999.80	49.00	51.00	
BM2_152	0	2	1	5	26	Butterfinger.bmp	FamousAmos_small.bmp	51	46	1	i	2	1	1053.04	51.00	46.00	
BM2_152	0	2	1	6	32	Keeblerfudgestripes.bmp	Snickers.bmp	9	8	1	i	1	1	864.30	9.00	8.00	
BM2_152	0	2	1	7	35	Cupcakes.bmp	RitzBitz2.bmp	53	47	0	i	2	0	933.74	53.00	47.00	
BM2_152	0	2	1	8	48	Cheezits.bmp	Fritos.bmp	45	20	0	i	4	0	1015.72	45.00	20.00	
BM2_152	0	2	1	9	58	Cupcakes.bmp	Cheetos.bmp	53	52	0	u	2	1	1309.19	53.00	52.00	
BM2_152	0	2	1	10	63	PeanutMMs.bmp	Milkduds.bmp	22	43	1	u	3	0	1008.20	22.00	43.00	
BM2_152	0	2	1	11	66	FlamingCheetos.bmp	PringlesRed.bmp	41	23	0	i	4	0	717.65	41.00	23.00	
BM2_152	0	2	1	12	69	Chocolate_mm.bmp	KitKat_small.bmp	14	12	1	u	1	0	1218.36	14.00	12.00	
BM2_152	0	2	1	13	72	Cheetos.bmp	Streusel.bmp	52	50	1	u	2	0	1045.15	52.00	50.00	
BM2_152	0	2	1	14	82	Doritosranch.bmp	Toberlorone.bmp	10	11	1	u	1	0	1093.07	10.00	11.00	
BM2_152	0	2	1	15	85	Snickers.bmp	Skittles.bmp	8	13	0	i	1	0	1028.96	8.00	13.00	
BM2_152	0	2	1	16	95	Keeblerfudgestripes.bmp	KitKat_small.bmp	9	12	1	i	1	1	1071.73	9.00	12.00	
BM2_152	0	2	1	17	98	Milkduds.bmp	SourSkittles.bmp	43	17	0	i	3	0	724.43	43.00	17.00	
BM2_152	0	2	1	18	101	RitzBitz2.bmp	FamousAmos_small.bmp	47	46	1	i	2	1	925.44	47.00	46.00	
BM2_152	0	2	1	19	105	Cheezits.bmp	PringlesRed.bmp	45	23	0	i	4	0	796.93	45.00	23.00	
BM2_152	0	2	1	20	109	Milano.bmp	Chocolate_mm.bmp	15	14	0	i	1	0	720.62	15.00	14.00	
BM2_152	0	2	1	21	113	PopTartsCinnamon.bmp	SourSkittles.bmp	39	17	0	i	3	0	724.98	39.00	17.00	
BM2_152	0	2	1	22	119	PopTartsCinnamon.bmp	PeanutMMs.bmp	39	22	0	i	3	0	1076.83	39.00	22.00	
BM2_152	0	2	1	23	123	Butterfinger.bmp	Cupcakes.bmp	51	53	1	i	2	1	1138.19	51.00	53.00	
BM2_152	0	2	1	24	132	Twix.bmp	BabyRuth.bmp	18	40	1	u	3	0	916.94	18.00	40.00	
BM2_152	0	2	1	25	140	KitKat_small.bmp	Skittles.bmp	12	13	0	i	1	0	1000.52	12.00	13.00	
BM2_152	0	2	1	26	144	Milano.bmp	Doritosranch.bmp	15	10	0	i	1	0	708.89	15.00	10.00	
BM2_152	0	2	1	27	147	Goldfish.bmp	Cupcakes.bmp	48	53	1	u	2	0	1045.48	48.00	53.00	
BM2_152	0	2	1	28	151	KitKat_small.bmp	Doritosranch.bmp	12	10	0	i	1	0	892.59	12.00	10.00	
BM2_152	0	2	1	29	154	Snickers.bmp	Chocolate_mm.bmp	8	14	0	i	1	0	1042.06	8.00	14.00	
BM2_152	0	2	1	30	158	PeanutMMs.bmp	PayDay.bmp	22	44	1	u	3	0	702.47	22.00	44.00	
BM2_152	0	2	1	31	161	Toberlorone.bmp	Skittles.bmp	11	13	0	i	1	0	587.23	11.00	13.00	
BM2_152	0	2	1	32	167	SnoBall.bmp	Goldfish.bmp	49	48	0	i	2	0	900.76	49.00	48.00	
BM2_152	0	2	1	33	170	Granolabar.bmp	PringlesRed.bmp	42	23	0	i	4	0	697.52	42.00	23.00	
BM2_152	0	2	1	34	174	Milano.bmp	Skittles.bmp	15	13	0	i	1	0	797.83	15.00	13.00	
BM2_152	0	2	1	35	179	Granolabar.bmp	Reeses.bmp	42	16	0	i	4	0	844.70	42.00	16.00	
BM2_152	0	2	1	36	182	FlamingCheetos.bmp	Fritos.bmp	41	20	0	i	4	0	788.65	41.00	20.00	
BM2_152	0	2	1	37	185	PopTartsCinnamon.bmp	Twix.bmp	39	18	0	i	3	0	770.02	39.00	18.00	
BM2_152	0	2	1	38	188	Goldfish.bmp	FamousAmos_small.bmp	48	46	1	u	2	0	1311.46	48.00	46.00	
BM2_152	0	2	1	39	191	Oreos.bmp	BabyRuth.bmp	21	40	1	u	3	0	972.22	21.00	40.00	
BM2_152	0	2	1	40	195	PayDay.bmp	Twix.bmp	44	18	0	i	3	0	676.89	44.00	18.00	
BM2_152	0	2	1	41	200	Milkduds.bmp	Twix.bmp	43	18	0	i	3	0	690.51	43.00	18.00	
BM2_152	0	2	1	42	204	RitzBitz2.bmp	Streusel.bmp	47	50	1	i	2	1	366.87	47.00	50.00	
BM2_152	0	2	1	43	208	BabyRuth.bmp	PeanutMMs.bmp	40	22	0	i	3	0	749.50	40.00	22.00	
BM2_152	0	2	1	44	212	SnoBall.bmp	Cheetos.bmp	49	52	0	i	2	0	741.13	49.00	52.00	
BM2_152	0	2	1	45	218	Keeblerfudgestripes.bmp	Milano.bmp	9	15	1	u	1	0	951.77	9.00	15.00	
BM2_152	0	2	1	46	224	PringlesRed.bmp	Almondjoy.bmp	23	38	1	u	4	0	849.92	23.00	38.00	
BM2_152	0	2	1	47	229	Doritosranch.bmp	Snickers.bmp	10	8	1	i	1	1	1340.51	10.00	8.00	
BM2_152	0	2	1	48	236	Oreos.bmp	PopTartsCinnamon.bmp	21	39	1	u	3	0	789.72	21.00	39.00	
BM2_152	0	2	1	49	240	Goldfish.bmp	Streusel.bmp	48	50	1	u	2	0	852.91	48.00	50.00	
BM2_152	0	2	1	50	250	Fritos.bmp	Granolabar.bmp	20	42	1	u	4	0	1175.28	20.00	42.00	
BM2_152	0	2	1	51	260	Slimjim.bmp	Almondjoy.bmp	19	38	1	u	4	0	1004.52	19.00	38.00	
BM2_152	0	2	1	52	264	Reeses.bmp	FlamingCheetos.bmp	16	41	1	u	4	0	648.18	16.00	41.00	
BM2_152	0	2	1	53	271	Toberlorone.bmp	Keeblerfudgestripes.bmp	11	9	0	i	1	0	668.81	11.00	9.00	
BM2_152	0	2	1	54	275	Slimjim.bmp	FlamingCheetos.bmp	19	41	1	u	4	0	652.55	19.00	41.00	
BM2_152	0	2	1	55	279	Almondjoy.bmp	Reeses.bmp	38	16	0	i	4	0	560.62	38.00	16.00	
BM2_152	0	2	1	56	283	Granolabar.bmp	Slimjim.bmp	42	19	0	i	4	0	589.04	42.00	19.00	
BM2_152	0	2	1	57	286	Oreos.bmp	PayDay.bmp	21	44	1	u	3	0	933.46	21.00	44.00	
BM2_152	0	2	1	58	289	Reeses.bmp	Cheezits.bmp	16	45	1	u	4	0	556.79	16.00	45.00	
BM2_152	0	2	1	59	293	Cheetos.bmp	FamousAmos_small.bmp	52	46	1	u	2	0	762.25	52.00	46.00	
BM2_152	0	2	1	60	296	Chocolate_mm.bmp	Toberlorone.bmp	14	11	1	u	1	0	743.61	14.00	11.00	
BM2_152	0	2	1	61	299	Butterfinger.bmp	Streusel.bmp	51	50	1	i	2	1	1004.46	51.00	50.00	
BM2_152	0	2	1	62	306	Almondjoy.bmp	Fritos.bmp	38	20	0	i	4	0	612.84	38.00	20.00	
BM2_152	0	2	1	63	311	Milkduds.bmp	Oreos.bmp	43	21	0	i	3	0	1039.51	43.00	21.00	
BM2_152	0	2	1	64	317	SourSkittles.bmp	BabyRuth.bmp	17	40	1	u	3	0	605.09	17.00	40.00	
BM2_152	0	2	2	65	337	PayDay.bmp	SourSkittles.bmp	44	17	0	i	3	0	786.07	44.00	17.00	
BM2_152	0	2	2	66	341	Keeblerfudgestripes.bmp	Snickers.bmp	9	8	1	u	1	0	968.58	9.00	8.00	
BM2_152	0	2	2	67	344	RitzBitz2.bmp	SnoBall.bmp	47	49	1	u	2	0	856.76	47.00	49.00	
BM2_152	0	2	2	68	347	PeanutMMs.bmp	Milkduds.bmp	22	43	1	u	3	0	839.28	22.00	43.00	
BM2_152	0	2	2	69	350	KitKat_small.bmp	Chocolate_mm.bmp	12	14	0	i	1	0	755.98	12.00	14.00	
BM2_152	0	2	2	70	358	Cheezits.bmp	Slimjim.bmp	45	19	0	i	4	0	616.56	45.00	19.00	
BM2_152	0	2	2	71	361	Cheezits.bmp	Fritos.bmp	45	20	0	i	4	0	656.09	45.00	20.00	
BM2_152	0	2	2	72	369	PringlesRed.bmp	FlamingCheetos.bmp	23	41	1	u	4	0	1032.91	23.00	41.00	
BM2_152	0	2	2	73	372	Toberlorone.bmp	Doritosranch.bmp	11	10	0	i	1	0	584.85	11.00	10.00	
BM2_152	0	2	2	74	381	Snickers.bmp	Skittles.bmp	8	13	0	i	1	0	859.96	8.00	13.00	
BM2_152	0	2	2	75	384	KitKat_small.bmp	Keeblerfudgestripes.bmp	12	9	0	u	1	1	777.40	12.00	9.00	
BM2_152	0	2	2	76	392	Chocolate_mm.bmp	Milano.bmp	14	15	1	u	1	0	736.55	14.00	15.00	
BM2_152	0	2	2	77	397	Butterfinger.bmp	SnoBall.bmp	51	49	1	i	2	1	771.38	51.00	49.00	
BM2_152	0	2	2	78	411	PringlesRed.bmp	Cheezits.bmp	23	45	1	u	4	0	772.90	23.00	45.00	
BM2_152	0	2	2	79	414	KitKat_small.bmp	Skittles.bmp	12	13	0	i	1	0	850.34	12.00	13.00	
BM2_152	0	2	2	80	418	Milkduds.bmp	SourSkittles.bmp	43	17	0	i	3	0	774.07	43.00	17.00	
BM2_152	0	2	2	81	422	Butterfinger.bmp	FamousAmos_small.bmp	51	46	1	i	2	1	1040.96	51.00	46.00	
BM2_152	0	2	2	82	426	Cupcakes.bmp	RitzBitz2.bmp	53	47	0	i	2	0	1085.45	53.00	47.00	
BM2_152	0	2	2	83	430	PopTartsCinnamon.bmp	SourSkittles.bmp	39	17	0	i	3	0	721.75	39.00	17.00	
BM2_152	0	2	2	84	436	PringlesRed.bmp	Granolabar.bmp	23	42	1	u	4	0	792.72	23.00	42.00	
BM2_152	0	2	2	85	440	Reeses.bmp	Granolabar.bmp	16	42	1	u	4	0	783.02	16.00	42.00	
BM2_152	0	2	2	86	449	PeanutMMs.bmp	PopTartsCinnamon.bmp	22	39	1	u	3	0	1064.83	22.00	39.00	
BM2_152	0	2	2	87	457	Fritos.bmp	FlamingCheetos.bmp	20	41	1	u	4	0	1069.30	20.00	41.00	
BM2_152	0	2	2	88	461	Cheetos.bmp	Cupcakes.bmp	52	53	1	u	2	0	1465.72	52.00	53.00	
BM2_152	0	2	2	89	464	Streusel.bmp	Cheetos.bmp	50	52	0	i	2	0	934.37	50.00	52.00	
BM2_152	0	2	2	90	468	Almondjoy.bmp	PringlesRed.bmp	38	23	0	i	4	0	784.84	38.00	23.00	
BM2_152	0	2	2	91	471	Fritos.bmp	Granolabar.bmp	20	42	1	u	4	0	902.93	20.00	42.00	
BM2_152	0	2	2	92	475	Twix.bmp	BabyRuth.bmp	18	40	1	u	3	0	1139.30	18.00	40.00	
BM2_152	0	2	2	93	478	RitzBitz2.bmp	FamousAmos_small.bmp	47	46	1	u	2	0	1016.00	47.00	46.00	
BM2_152	0	2	2	94	484	Butterfinger.bmp	Cupcakes.bmp	51	53	1	i	2	1	1056.97	51.00	53.00	
BM2_152	0	2	2	95	487	Milano.bmp	Doritosranch.bmp	15	10	0	i	1	0	798.35	15.00	10.00	
BM2_152	0	2	2	96	491	Doritosranch.bmp	KitKat_small.bmp	10	12	1	u	1	0	1082.65	10.00	12.00	
BM2_152	0	2	2	97	496	PeanutMMs.bmp	PayDay.bmp	22	44	1	u	3	0	960.89	22.00	44.00	
BM2_152	0	2	2	98	499	Chocolate_mm.bmp	Snickers.bmp	14	8	1	u	1	0	1104.68	14.00	8.00	
BM2_152	0	2	2	99	502	PopTartsCinnamon.bmp	Twix.bmp	39	18	0	i	3	0	902.85	39.00	18.00	
BM2_152	0	2	2	100	505	BabyRuth.bmp	Oreos.bmp	40	21	0	x	3	999	999000.00	40.00	21.00	
BM2_152	0	2	2	101	508	Skittles.bmp	Toberlorone.bmp	13	11	1	u	1	0	905.05	13.00	11.00	
BM2_152	0	2	2	102	512	Slimjim.bmp	Almondjoy.bmp	19	38	1	u	4	0	696.46	19.00	38.00	
BM2_152	0	2	2	103	517	Twix.bmp	PayDay.bmp	18	44	1	u	3	0	807.34	18.00	44.00	
BM2_152	0	2	2	104	521	Cupcakes.bmp	Goldfish.bmp	53	48	0	i	2	0	1003.03	53.00	48.00	
BM2_152	0	2	2	105	525	Goldfish.bmp	SnoBall.bmp	48	49	1	u	2	0	783.39	48.00	49.00	
BM2_152	0	2	2	106	529	FlamingCheetos.bmp	Reeses.bmp	41	16	0	i	4	0	768.90	41.00	16.00	
BM2_152	0	2	2	107	535	Slimjim.bmp	FlamingCheetos.bmp	19	41	1	u	4	0	692.54	19.00	41.00	
BM2_152	0	2	2	108	541	Almondjoy.bmp	Reeses.bmp	38	16	0	i	4	0	654.81	38.00	16.00	
BM2_152	0	2	2	109	546	Milkduds.bmp	Twix.bmp	43	18	0	i	3	0	656.78	43.00	18.00	
BM2_152	0	2	2	110	553	FamousAmos_small.bmp	Goldfish.bmp	46	48	0	i	2	0	658.54	46.00	48.00	
BM2_152	0	2	2	111	557	RitzBitz2.bmp	Streusel.bmp	47	50	1	u	2	0	1190.18	47.00	50.00	
BM2_152	0	2	2	112	567	Cheetos.bmp	SnoBall.bmp	52	49	1	u	2	0	1203.43	52.00	49.00	
BM2_152	0	2	2	113	577	Milano.bmp	Skittles.bmp	15	13	0	i	1	0	632.06	15.00	13.00	
BM2_152	0	2	2	114	581	PeanutMMs.bmp	BabyRuth.bmp	22	40	1	u	3	0	1133.01	22.00	40.00	
BM2_152	0	2	2	115	588	Milano.bmp	Keeblerfudgestripes.bmp	15	9	0	i	1	0	902.14	15.00	9.00	
BM2_152	0	2	2	116	592	PopTartsCinnamon.bmp	Oreos.bmp	39	21	0	i	3	0	1240.54	39.00	21.00	
BM2_152	0	2	2	117	596	Granolabar.bmp	Slimjim.bmp	42	19	0	i	4	0	717.50	42.00	19.00	
BM2_152	0	2	2	118	600	Snickers.bmp	Doritosranch.bmp	8	10	0	i	1	0	673.87	8.00	10.00	
BM2_152	0	2	2	119	603	Oreos.bmp	PayDay.bmp	21	44	1	u	3	0	878.56	21.00	44.00	
BM2_152	0	2	2	120	606	Streusel.bmp	Goldfish.bmp	50	48	0	i	2	0	832.68	50.00	48.00	
BM2_152	0	2	2	121	610	FamousAmos_small.bmp	Cheetos.bmp	46	52	0	i	2	0	1127.08	46.00	52.00	
BM2_152	0	2	2	122	613	Cheezits.bmp	Reeses.bmp	45	16	0	i	4	0	715.84	45.00	16.00	
BM2_152	0	2	2	123	616	Toberlorone.bmp	Keeblerfudgestripes.bmp	11	9	0	i	1	0	849.23	11.00	9.00	
BM2_152	0	2	2	124	623	Streusel.bmp	Butterfinger.bmp	50	51	0	i	2	0	688.70	50.00	51.00	
BM2_152	0	2	2	125	628	Oreos.bmp	Milkduds.bmp	21	43	1	u	3	0	1044.33	21.00	43.00	
BM2_152	0	2	2	126	634	Toberlorone.bmp	Chocolate_mm.bmp	11	14	0	i	1	0	886.54	11.00	14.00	
BM2_152	0	2	2	127	637	Fritos.bmp	Almondjoy.bmp	20	38	1	u	4	0	832.96	20.00	38.00	
BM2_152	0	2	2	128	641	SourSkittles.bmp	BabyRuth.bmp	17	40	1	u	3	0	694.99	17.00	40.00	
BM2_153	0	2	1	1	0	Goldfish.bmp	Fritos.bmp	50	52	0	i	2	0	526.70	50.00	52.00	
BM2_153	0	2	1	2	10	Ghiradelli_milk.bmp	RitzBitz2.bmp	14	11	1	u	1	0	637.17	14.00	11.00	
BM2_153	0	2	1	3	13	BabyRuth.bmp	Doritosranch.bmp	22	40	1	i	3	1	474.61	22.00	40.00	
